,date_of_fail,product_description,country_of_origin,producer_name,reason_for_fail,results,units,reference,food_category,test_applied,holding_order_number,category   ,result/s,category,test_applied/_reason_for_fail,results/units,results_/_units.1,result,results_in_mg_per_kg
169,2019-10-10,Frozen pandan leaf,Thailand,"O-Cha Food Pack Co., Ltd (Thailand)",Difenoconazole,0.054,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,HO match,,,,,,,,0.054
170,2019-09-30,Dried jumbo peaches,United States,California Fruit Basket,Cyprodinil,0.09,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15407,,,,,,,,0.09
171,2019-10-02,Fresh betel leaves,India,Fresh Jasmines Export And Import Pvt Ltd,"Triadimefon
Triadimenol
",,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15412,,,,,,,,
172,2019-10-23,Parval (pointed gourd),India,Innovative Cuisine,Dimethoate,0.022,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15413,,,,,,,,0.022
173,2019-10-09,Dried apricot fruit snack,South Africa,Pioneer Foods,Thiabendazole,0.031,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15414,,,,,,,,0.031
174,2019-10-11,Whole dates,China,Cangzhou Ruifeng Date Product Co Ltd,Carbendazim,0.07,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,HO match,,,,,,,,0.07
175,2019-10-15,Spinach,India,Global Gourmet Pvt Ltd,Chlorpyrifos,0.068,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15422,,,,,,,,0.068
176,2019-10-17,Honey with white truffle,Italy,Poddi Tartufi Srl,Evidence of blended or artificial honey,12.0,none,FSC 2.8.2,Risk,Composition,15429,,,,,,,,12.0
177,2019-10-17,Fresh grapes,United States,Jasmine Vineyards Incorporated,Propargite,2.7,mg/kg,FSC 1.4.2,Risk,Fruit and vegetable residue screen,15431,,,,,,,,2.7
178,2019-10-17,,,,,,none,,Risk,Not Applied,,,,,,,,,
179,2019-10-17,,,,,,none,,Risk,Not Applied,,,,,,,,,
180,2019-11-05,Caprotto cheese,Italy,Casa Madaio Srl (It 15/061ce),Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
181,2019-11-01,Frozen roasted eel,China,Jiangxi Donghai Food Co Lyd,Listeria,125.0,g,FSH 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
182,2019-11-04,Frozen whole cooked lobster,Brazil,J3 Industria E Comercio De Pescados Ltda,Salmonella,125.0,g,CRU 03/2019,Risk,Not Applied,,,,,,,,,1250000.0
183,2019-11-20,Taleggio DOP cheese,Italy,Carozzi Roberto & C.S.N.C I03/416cee (Lecco Italy),Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
184,2019-11-22,Ground red pepper,Nigeria,Oceanwaves Import and Export Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
185,2019-11-28,Frozen cooked vannamei prawns,China,Zhejiang Ocean Family Co Ltd,Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
186,2019-11-26,Chilli powder (deggi mirch),India,Mahashian Di Hatti Ltd (India),Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
187,2019-11-01,Seasoned seaweed,Japan,Kurakon Foods Corporation,Iodine,3000.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3000.0
188,2019-11-01,Dried seaweed,Japan,Kurakon Foods Corporation,Iodine,4000.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4000.0
189,2019-11-07,Spice coated fried peanuts,India,Haldiram Snacks Pvt Ltd,Aflatoxin,0.033,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.033
190,2019-11-14,Peanut cake,Malaysia,Meng Choon Food Industries Sdn Bhd,Aflatoxin,0.017,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.017
191,2019-11-29,Spice coated fried peanuts,India,Haldiram Foods International Pvt Ltd,Aflatoxin,0.027,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.027
192,2019-11-29,Seasoned seaweed,Japan,Kurakon Foods Corporation,Iodine,3500.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3500.0
193,2019-11-29,,,,,,none,,Risk,Not Applied,,,,,,,,,
194,2019-11-01,Sliced pickled turnips,Lebanon,Al Dayaa Products Sarl,Additive E 127 (Erythrosine),,none,"FSC 1.3.1

",Surveillance,"Composition

",15460,,,,,,,,
195,2019-11-04,Dried mud fish,Thailand,"O-Cha Food Pack Co., Ltd (Thailand)",Ciprofloxacin,0.0028,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,HO match,,,,,,,,0.0028
196,2019-11-06,Apricot flavoured candy foam,South Africa,Mister Sweet Pty Ltd,Additive E 127 (Erythrosine),,none,,Surveillance,Composition,HO match,,,,,,,,
197,2019-11-07,Preserved salted peaches,China,"Farmer's Cottage Foodstuff Co., Ltd",Lead,0.21,mg/kg,FSC 1.4.1,Surveillance,Lead,15479,,,,,,,,0.21
198,2019-11-07,Preserved plums,China,"Farmer's Cottage Foodstuff Co., Ltd",Lead,0.21,mg/kg,FSC 1.4.1,Surveillance,Lead,15480,,,,,,,,0.21
199,2019-11-11,Fresh longans,Vietnam,Chanh Thu Export And Import Fruit Company Limited,Difenoconazole,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15481,,,,,,,,
200,2019-11-11,Margarine,Indonesia,Pt Unilever Indonesia Tbk,"Vitamin niacin, B1, B2",,none,FSC 1.3.2,Surveillance,Composition,18482,,,,,,,,
201,2019-10-31,Frozen purple corn,Vietnam,Saka Saka Company Limited,Chlorpyrifos,0.12,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15486,,,,,,,,0.12
202,2019-11-14,Wheaten flour,Taiwan,"Yi-Feng Food Co., Ltd.",Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,HO match,,,,,,,,
203,2019-11-13,Frozen durian,Thailand,Sunshine International Co Ltd,Procymidone,0.99,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15489,,,,,,,,0.99
204,2019-11-18,Cereal,United Kingdom,Kelloggs (Warrington United Kingdom),"Vitmains D, B12",,none,FSC 1.3.2,Surveillance,Composition,15495,,,,,,,,
205,2019-11-12,Sukkary fresh dates,Saudi Arabia,Manafez International,Cyhalothrin,0.03,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.03
206,2019-11-12,Fresh dates,Saudi Arabia,Manafez International,Carbendazim,0.06,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.06
207,2019-11-25,Indian flat beans (surti papdi),India,Innovative Cuisine,Profenofos,0.09,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.09
208,2019-11-26,Formulated supplementary sports food,United States,Bpm Labs,Synephrine Hcl,,none,Imported Food Control Act section 3(2)(a)(vii),Surveillance,Composition,HO match,,,,,,,,
209,2019-11-26,Qasuri Methi fenugreek leaves (retail)   ,Pakistan,Malka Foods (Pvt) Limited,Salmonella,125.0,g,Imported Food Control Act section 3(2),Surveillance,Salmonella,15519,,,,,,,,1250000.0
210,2019-11-27,Vegetable Ivy gourd,India,Vadilal Industries Limited,Dimethoate,0.027,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15520,,,,,,,,0.027
211,2019-12-11,Smoked paprika,Spain,Pimenton El Angel S.L,Salmonella,125.0,g,"SPI 06/2019

",Risk,Not Applied,,,,,,,,,1250000.0
212,2019-12-23,Frozen cooked prawn cutlets,Vietnam,Ca Mau Seafood Processing and Service Joint Stock Corporation,Vibrio cholerae,125.0,g,CRU 03/2019,Risk,Not Applied,,,,,,,,,1250000.0
213,2019-12-30,Cooked salad prawns,China,Fijian Dongshan County Shunfa Aquatic Co. Ltd.,Coagulase-positive staphylococci,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
214,2019-12-04,Peanut candy,Malaysia,Desa Southern Agency (Kl) Sdn Bhd,Aflatoxin,0.048,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.048
215,2019-12-06,Spanish mackerel,Indonesia,Pt Iambeu Mina Utama,Histamine,1459.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,1459.0
216,2019-12-06,Yellowfin tuna,Maldives,Cmf Fish Processing Factory,Histamine,710.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,710.0
217,2019-12-06,Yellowfin tuna,Maldives,Cmf Fish Processing Factory,Histamine,439.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,439.0
218,2019-12-06,Yellowfin tuna,Maldives,Cmf Fish Processing Factory,Histamine,234.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,234.0
219,2019-12-06,Yellowfin tuna,Maldives,Cmf Fish Processing Factory,Histamine,485.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,485.0
220,2019-12-06,Yellowfin tuna,Maldives,Cmf Fish Processing Factory,Histamine,265.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,265.0
221,2019-12-13,Tapioca chips,India,Padmavasan Traders,Hydrocyanic acid,13.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,13.0
222,2019-12-20,Handmade nyonya peanut candy,Malaysia,Hss Confectionery Foodstuff Sdn Bhd,Aflatoxin,0.007,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.007
223,2019-12-20,Handmade nyonya peanut cake,Malaysia,Hss Confectionery Foodstuff Sdn Bhd,Aflatoxin,0.089,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.089
224,2019-12-24,Organic kelp flakes,New Zealand,Ceres Enterprises Ltd,Iodine,4300.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4300.0
225,2019-12-24,Dried herring,Philippines,Kaelen Phils Inc,Histamine,410.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,410.0
226,2019-12-31,Salted mackerel fillets,Republic of Korea,Samjin Globalnet Co Ltd,Histamine,209.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,209.0
227,2019-12-29,Dried anchovies,Myanmar,Domestic Co Ltd,Histamine,295.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,295.0
228,2019-12-31,Pilchards in hot chilli sauce,South Africa,Lucky Star,Irradiated cayenne pepper,,none,FSC 1.5.3,Risk,Not Applied,,,,,,,,,
229,2019-12-31,,,,,,none,,Risk,Not Applied,,,,,,,,,
230,2019-12-02,Frozen magur tray (fish),Bangladesh,Mm Foods International,Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15529,,,,,,,,
231,2019-12-03,Frozen green chillies,India,Arctic Agro Foods Pvt. Ltd.,Difenoconazole,0.17,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.17
232,2019-12-05,Wheaten flour,Taiwan,Yi-Feng Food Co. Ltd.,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,HO match,,,,,,,,
233,2019-12-05,Dried seedless longan,Thailand,O-Cha Food Pack Co. Ltd. (Thailand),Carbendazim,0.06,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.06
234,2019-12-05,Durian monthong,Thailand,Sunshine International Co. Ltd.,Procymidone,0.18,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15537,,,,,,,,0.18
235,2019-12-03,Dragon fruit,Vietnam,The Fruit Republic Can Tho One Member Co. Ltd.,Carbendazim,0.19,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15538,,,,,,,,0.19
236,2019-12-10,Toor dal,India,Vignesh Super Stores,Chlorpyrifos,0.074,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15539,,,,,,,,0.074
237,2019-12-10,Toor dal,India,Vignesh Super Stores,Chlorpyrifos,0.13,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15539,,,,,,,,0.13
238,2019-12-10,Supari slice (betel nut slice),India,Kitchen Xpress Overseas Limited,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,15544,,,,,,,,
239,2019-12-10,Supari sali,India,Kitchen Xpress Overseas Limited,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,15544,,,,,,,,
240,2019-12-10,Supari whole,India,Kitchen Xpress Overseas Limited,Areca catechu (Betel nut),,none,FSC 1.4.4,Surveillance,Composition,15544,,,,,,,,
241,2019-12-16,Margarine,Indonesia,Pt Unilever Indonesia Tbk,Niacin,,none,FSC 1.3.2,Surveillance,Composition,HO match,,,,,,,,
242,2019-12-18,Frozen spinach,India,Global Gourmet Pvt. Ltd.,Chlorpyrifos,0.56,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.56
243,2019-12-23,Elderberry concentrate,Italy,Iprona Ag-Spa,"Fludioxonil
Tebuconazole",,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15564,,,,,,,,
244,2019-12-24,Frozen surti beans whole,India,Innovative Cuisine,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,
245,2019-12-24,Frozen red chillies without tails,Vietnam,Tan Dong Trade Production Company Limited,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,
246,2020-01-07,Frozen cooked black tiger prawns,Vietnam,Trong Nhan Seafood Company,Vibrio alginolyticus,125.0,g,"Section3, (2)(i) of the Imported Food Control Act 1992 

",Risk,Not Applied,,,,,,,,,1250000.0
247,2020-01-09,Cooked pasted crab,Vietnam,Hai Chau Aquatic Product Company Limited,Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
248,2020-01-21,Black pepper,Islamic Replubic of Iran,Golha Food Industries,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
249,2020-01-21,Gorgonzola dolce intero DOP cheese,Italy,La Casearia Carpenedo,Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
250,2020-01-28,Crushed chilli,Myanmar,H-Htet Company Limited,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
251,2020-01-28,,,,,,none,,Risk,Not Applied,,,,,,,,,
252,2020-01-30,Frozen cooked and peeled vannamei shrimp,Vietnam,Ocean Shine Food Ltd Co (Osc),Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
253,2020-01-07,Peanut cake,Malaysia,Meng Choon Food Industries Sdn Bhd,Aflatoxin,0.057,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.057
254,2020-01-17,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,20.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,20.0
255,2020-01-17,Tapioca chips masala flavour,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,24.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,24.0
256,2020-01-23,Tapioca chilli strips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,11.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,11.0
257,2020-01-23,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,21.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,21.0
258,2020-01-30,Hot and spicy cracker nuts,Philippines,Dmc Enterprise,Aflatoxin,0.016,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.016
259,2020-01-30,Peanuts,Indonesia,Ud Galang,Aflatoxin,0.045,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.045
260,2020-01-30,Salted anchovies,Philippines,Golden Hands Mfg Corp,Histamine,260.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,260.0
261,2020-01-30,,,,,,none,,Risk,Not Applied,,,,,,,,,
262,2020-01-07,Toor dal,Myanmar,Ays Mfg Co Ltd,Chlorpyrifos,0.038,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.038
263,2020-01-07,Frozen pandan leaves,Thailand,"O-Cha Food Pack Co., Ltd (Thailand)",Fludioxonil,0.03,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,0.03
264,2020-01-10,Margarine,Indonesia,Pt Unilever Indonesia Tbk,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,HO match,,,,,,,,
265,2020-01-15,Fresh betel leaves,India,Thangapandi International,Carbendazim,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15619,,,,,,,,
266,2020-01-17,Frozen basa steaks,Vietnam,Viet Nam Fish Co Ltd,Enrofloxacin,0.005,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15625,,,,,,,,0.005
267,2020-01-17,Frozen hot thai red chillies,Vietnam,Thai Thuan Binh Co.Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,"Fruit and vegetable residue screen

",HO match,,,,,,,,
268,2020-01-17,Frozen hot thai red chillies,Vietnam,Thai Thuan Binh Co.Ltd,Difenoconazole,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO match,,,,,,,,
269,2020-01-21,Chinese spinach,China,Shanghai Xushun Foodstuff Co Ltd,Paclobutrazol,0.02,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15627,,,,,,,,0.02
270,2020-01-21,Frozen soft shell crab,Myanmar,"Gallant Ocean Trading Co., Ltd.",Nitrofurazone,0.002,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15631,,,,,,,,0.002
271,2020-01-21,Frozen soft shell crab,Myanmar,"Gallant Ocean Trading Co., Ltd.",Nitrofurazone,0.003,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15631,,,,,,,,0.003
272,2020-01-21,Frozen soft shell crab,Myanmar,"Gallant Ocean Trading Co., Ltd.",Nitrofurazone,0.003,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15631,,,,,,,,0.003
273,2020-01-28,Preserved plums,China,Kai Fat Foods Company Limited,Additive Sodium benzoate,,none,FSC 1.3.1,Surveillance,Composition,15636,,,,,,,,
274,2020-02-11,Ground pepper,Taiwan,Rich Care Co Ltd,Salmonella,125.0,g,"SPI06/2019

",Risk,Not Applied,,,,,,,,,1250000.0
275,2020-02-12,Dried ground chilli,Vietnam,Bach Mai Enterprise,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
276,2020-02-20,Sesame paste,China,Sichuan Hongya Uniseed Food Co Ltd,Salmonella,125.0,g,SES 05/2014,Risk,Not Applied,,,,,,,,,1250000.0
277,2020-02-03,Salted mackerel fish in oil,Thailand,Chonburi Lc Co Ltd (Establishment 3106),Histamine,310.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,310.0
278,2020-02-07,Kelp shreds,China,Fuzhou Hailin Food Co Ltd,Iodine,3600.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3600.0
279,2020-02-07,Chilled tuna loins,Indonesia,Pt Iambeu Mina Utama,Histamine,387.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,387.0
280,2020-02-12,Organic kelp flakes,New Zealand,Ceres Enterprises Ltd,Iodine,3700.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3700.0
281,2020-02-12,Organic kelp flakes,New Zealand,Ceres Enterprises Ltd,Iodine,4000.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4000.0
282,2020-02-06,Crispy paprika coated peanuts,Turkey,Suterco Gida Urun,Aflatoxin,0.055,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.055
283,2020-02-12,Chilled mackerel,Indonesia,Pt Iambeu Mina Utama,Histamine,1200.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,1200.0
284,2020-02-14,Peanut candy,India,Fineday Foods,Aflatoxin,0.14,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.14
285,2020-02-12,Bumbu sate kacang (peanut satay seasoning) ,Indonesia,Pd Setia Makmur Mandiri,Aflatoxin,0.062,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.062
286,2020-02-14,Chilled tuna loins,Indonesia,Pt Iambeu Mina Utama,Histamine,509.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,509.0
287,2020-02-28,Panang curry paste,Thailand,Infinite 8,Aflatoxin,0.113,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.113
288,2020-02-20,Frozen cooked and peeled shrimp,Thailand,Top Product Food Co Ltd,Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
289,2020-02-20,Frozen cooked and peeled shrimp,Thailand,Top Product Food Co Ltd,Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
290,2020-02-20,Frozen cooked and peeled shrimp,Thailand,Top Product Food Co Ltd,Standard plate count,,cfu/g,CRU 03/2019,Risk,Not Applied,,,,,,,,,
291,2020-02-20,,,,,,none,,Risk,Not Applied,,,,,,,,,
292,2020-02-20,,,,,,none,,Risk,Not Applied,,,,,,,,,
293,2020-02-20,,,,,,none,,Risk,Not Applied,,,,,,,,,
294,2020-02-06,Frozen durian monthong,Thailand,Sunshine International Co Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO Match,,,,,,,,
295,2020-02-05,Coffee flavoured jelly,Philippines,Grand Alphatech International Corporation,Additive E 127 (Erythrosine),,none,FSC 1.3.1,Surveillance,Composition,15660,,,,,,,,
296,2020-02-05,Spaghetti,Philippines,Rfm Corporation (Philippines),Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,15661,,,,,,,,
297,2020-02-05,Elbow macaroni,Philippines,Rfm Corporation (Philippines),Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,15661,,,,,,,,
298,2020-02-10,Mix preserved fruit,Myanmar,Domestic Preserved Fruit Manufacturing Co Ltd,Lead,1.9,mg/kg,FSC 1.4.1,Surveillance,Lead,15663,,,,,,,,1.9
299,2020-02-10,Rice milk,Republic of Korea,Okf Corporation,Vitamin A,,none,FSC 1.3.2,Surveillance,Composition,HO Match,,,,,,,,
300,2020-02-10,Frozen spinach leaves,India,Vadilal Industries Limited,Profenofos,,mg/kg,FSC 1.4.2,Surveillance,"Fruit and vegetable residue screen

",15664,,,,,,,,
301,2020-02-11,Mixed fruit jam,India,Dorsal Expoventure Private Limited,Vitamin B3,,none,FSC 1.3.2,Surveillance,Composition,15671,,,,,,,,
302,2020-02-12,Snack green plums,China,Anhui Liuliu Orchard Group Co Ltd,Lead,0.2,mg/kg,FSC 1.4.1,Surveillance,Lead,15674,,,,,,,,0.2
303,2020-02-12,Snack dried plums,China,Anhui Liuliu Orchard Group Co Ltd,Lead,0.34,mg/kg,FSC 1.4.1,Surveillance,Lead,15674,,,,,,,,0.34
304,2020-01-31,Canned halved white peaches,Republic of Korea,Sempio Food Company (Korea),Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,15675,,,,,,,,
305,2020-02-14,Dried striped catfish,Thailand,Chatchawan Import Export And Packaging Ltd Part (Establishment 3068),Enrofloxacin,0.004,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,15683,,,,,,,,0.004
306,2020-02-17,Black eye bean seeds,United States,Kirsten Company Llc,Acephate,0.39,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,15688,,,,,,,,0.39
307,2020-02-19,Sweet soy sauce,Thailand,Sunshine International Co Ltd,Iodine,,none,FSC 1.3.2,Surveillance,Composition,15691,,,,,,,,
308,2020-02-26,Frozen spinach,India,Global Gourmet Pvt Ltd,Chlorpyrifos,0.33,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO Match,,,,,,,,0.33
309,2020-02-26,Frozen spinach,India,Global Gourmet Pvt Ltd,Chlorpyrifos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO Match,,,,,,,,
310,2020-02-24,Strawberry jam cupcakes,Pakistan,Hilal Foods,Additive sodium benzoate,,none,FSC 1.3.1,Surveillance,Composition,HO Match,,,,,,,,
311,2020-02-24,Marble cake slices,Pakistan,Hilal Foods,Additive sodium benzoate,,none,FSC 1.3.1,Surveillance,Composition,HO Match,,,,,,,,
312,2020-02-25,Cleaned headless red tilapia fish,Vietnam,Hung Phong Co Ltd (Dl 531),Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,HO Match,,,,,,,,
313,2020-02-25,Whole snakehead fish,Vietnam,Hung Phong Co Ltd (Dl 531),Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial tests,HO Match,,,,,,,,
314,2020-02-28,Frozen green chillies,India,Arctic Agro Foods Pvt Ltd,Tebuconazole,0.08,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,HO Match,,,,,,,,0.08
315,2020-03-03,Kashmiri chilli powder,India,Brahmins Foods India (P) Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
316,2020-03-11,Frozen boiled king crab legs,Japan,Yutaka Suisan,Listeria,125.0,g,CRU 03/2019,Risk,Not Applied,,,,,,,,,1250000.0
317,2020-03-02,Caffeine tablets,United States,Arnet Pharmaceuticals,Caffeine,30.8,g/g,CAF 12/2019,Risk,Not Applied,,,,,,,,,30.8
318,2020-03-16,Powdered herring,Ghana,Gorgino Enterprise,Histamine,292.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,292.0
319,2020-03-17,Curry paste,Thailand,D&G Food Supply Co Ltd,Aflatoxin,0.244,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.244
320,2020-03-27,Peanut satay sauce,Indonesia,Pt Enak Jaya Makmur (Indonesia),Aflatoxin,0.041,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.041
321,2020-03-30,Formulated supplementary sports food,United States,Granite Supplements,Caffeine,10.0,g/g,CAF 12/2019,Risk,Not Applied,,,,,,,,,10.0
322,2020-03-30,Formulated supplementary sports food,United States,Granite Supplements,Caffeine,8.33,g/g,CAF 12/2019,Risk,Not Applied,,,,,,,,,8.33
323,2020-03-30,,,,,,none,,Risk,Not Applied,,,,,,,,,
324,2020-03-30,Peanut masala,India,Malabar Natural Foods Pvt Ltd,Aflatoxin,0.022,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.022
325,2020-03-30,Peanut candy bar,India,Malabar Natural Foods Pvt Ltd,Aflatoxin,0.012,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.012
326,2020-03-30,,,,,,none,,Risk,Not Applied,,,,,,,,,
